video_id,topic,topic_label
D20qj7FIgDY,6,gender / dude / emotion
D262aNu813Y,5,adhd / brain / medication
d2awq1lMRN0,-1,Outlier
d2y2ZrLTDjk,2,game / dopamine / brain
d4pob_DtH9Q,0,motivation / job / brain
d6GZgu_TnGY,-1,Outlier
d6pF4vq9Y9c,23,kid / intelligence / intellect
d7BGKU7fYp4,4,relationship / love / friend
d7vw2zQ8-64,-1,Outlier
-D88j-dYiIY,4,relationship / love / friend
D8ft0PHdVlU,20,sex / asexuality / penis
d8stIyg-PhU,19,hour / work / technology
d9ILmB4ua9Y,4,relationship / love / friend
d9vSkgdNjA4,-1,Outlier
DA3mOTcFCIc,10,addiction / substance / cannabis
_da63CfQ5gQ,3,trauma / anger / emotion
dacFlsANHSo,9,parent / boundary / kid
dAOEZU077Wk,0,motivation / job / brain
dAoyyZLwQ8w,0,motivation / job / brain
DbNDbdBde9Y,0,motivation / job / brain
dc1vraUb0o0,0,motivation / job / brain
dc8K1rt650U,1,game / dad / friend
DCEJQ2pQCF0,1,game / dad / friend
dCGv5ZWC27Y,8,interaction / extrovert / introvert
Dcj7Z7oUm-k,0,motivation / job / brain
DCYsGTEU-Y8,3,trauma / anger / emotion
Ddfgq3K4_vY,-1,Outlier
ddJP4HrKBSw,3,trauma / anger / emotion
DDLWEQs5VTc,2,game / dopamine / brain
De245b9hRw0,1,game / dad / friend
df7oRrmn8d0,14,burnout / employee / job
dfE1sUPwijY,2,game / dopamine / brain
dFmClqX3GdU,2,game / dopamine / brain
DFrjtOa18yE,2,game / dopamine / brain
DFR_uZFdvG0,15,pornography / porn / addiction
DGbNwB9eBI4,-1,Outlier
DGK_CY7U_io,0,motivation / job / brain
dgRSfhoHE4g,0,motivation / job / brain
dGrybv3Bv0E,-1,Outlier
dgWu_sIslak,16,narcissist / parent / narcissism
D-hEvvfRCl8,3,trauma / anger / emotion
DhNcClbtcRg,2,game / dopamine / brain
dhoGCej2MGI,-1,Outlier
dicN0ZkWa3I,-1,Outlier
__Disx06tE4,0,motivation / job / brain
DiZx_A0X-60,0,motivation / job / brain
DJJXkQ63N3c,0,motivation / job / brain
DjlUAWBvxYI,5,adhd / brain / medication
D-JvqV88siE,8,interaction / extrovert / introvert
dKHaDu3AHhI,1,game / dad / friend
dL5blJtBefA,-1,Outlier
DL5qDFDttps,25,bully / aggression / bullying
dLArYUxsR9w,16,narcissist / parent / narcissism
DLe5dkaipL0,7,depression / therapist / therapy
dM10IryoiZU,0,motivation / job / brain
dM2UIEmfHNc,2,game / dopamine / brain
DmL1tmL70Z4,-1,Outlier
DmpDyxWuRXA,-1,Outlier
DMw8G3RPWrQ,-1,Outlier
DNG135d4wHg,1,game / dad / friend
dNO9hsiIloQ,0,motivation / job / brain
DNS3RYOYV0w,-1,Outlier
DoaZb7ftgPk,6,gender / dude / emotion
doMS8sYWyNk,14,burnout / employee / job
dPDTQEG2jKo,1,game / dad / friend
DPrOQhf_q8s,-1,Outlier
dQpakiT4tHI,-1,Outlier
DQpXbgd4Clo,9,parent / boundary / kid
DQ_q60z09TQ,-1,Outlier
dqWTprtrHmk,10,addiction / substance / cannabis
dRFSp-_Z8FU,18,anxiety / panic / attack
dsjms8Nq7kE,7,depression / therapist / therapy
DT_0bl-WqYE,0,motivation / job / brain
DTbJqr8-MXE,0,motivation / job / brain
DTEdzXiq9bI,3,trauma / anger / emotion
DTpzdxWPW2c,-1,Outlier
dtqq4ZpN1pg,9,parent / boundary / kid
dud8iYkyArs,1,game / dad / friend
DuTBnZFhjzU,-1,Outlier
dVp_Gx6W3AM,-1,Outlier
dvq48pfJa9w,12,meditation / technique / practice
DvuVhCIQgfQ,12,meditation / technique / practice
dw8MfD_oQ6I,13,comparison / insecurity / ego
DW9JLSyYVXY,-1,Outlier
-Dwkz2SXHnw,-1,Outlier
DWOkr9accic,-1,Outlier
dwQ_mHnd7Zg,-1,Outlier
dwQs1nxb0Fg,2,game / dopamine / brain
dWS3A2EAwTk,26,loneliness / arousal / being
DWvr7yZ_UVo,24,generation / formula / despair
dXm2NM5Or0o,-1,Outlier
DZ0UvkjUsVQ,0,motivation / job / brain
DZvVaOwJNk8,1,game / dad / friend
e0ec2-E5Xq8,0,motivation / job / brain
E11NJOjW_iU,3,trauma / anger / emotion
e1ndqAkiQZo,-1,Outlier
e2BNC_DFHts,5,adhd / brain / medication
e35d0LReV5Y,6,gender / dude / emotion
E4G9RDFWyhY,2,game / dopamine / brain
e59VaZF3H80,6,gender / dude / emotion
e5LA8raT1Ss,6,gender / dude / emotion
E7imbL_XX_A,14,burnout / employee / job
E80ZpmvMqjs,-1,Outlier
e8ekN9Hu--M,-1,Outlier
e9BcXt179zU,2,game / dopamine / brain
E9gXBsr2rqQ,6,gender / dude / emotion
eACv26uAG5I,-1,Outlier
eahvaGzzPTw,7,depression / therapist / therapy
EAjI3uwmDtU,2,game / dopamine / brain
Eaqb0qeOOeY,-1,Outlier
e_b5mfu_Jxg,5,adhd / brain / medication
Edi-3t1n6dU,0,motivation / job / brain
eeInM4o66gw,9,parent / boundary / kid
EFeX17tQFXo,-1,Outlier
ef_JenyvDHw,5,adhd / brain / medication
EfmU1ztPaSM,8,interaction / extrovert / introvert
EfpFM712_AU,-1,Outlier
EGhgPpLEvuk,-1,Outlier
eH8zbu_P4x0,1,game / dad / friend
ehCW4YHHtu0,-1,Outlier
EHIS8v8auME,9,parent / boundary / kid
ehpGx-5WzJ8,12,meditation / technique / practice
EIZOzKCV9Kw,0,motivation / job / brain
eJ0L_Xawgys,19,hour / work / technology
eK-A7GVYaAw,3,trauma / anger / emotion
EKUo2C_mnBk,-1,Outlier
EL9CumFxXK4,0,motivation / job / brain
ELf6zEnvhjg,-1,Outlier
eLiJpl_F63s,-1,Outlier
eMnMLoWjwc0,1,game / dad / friend
EMwozAt7NOY,10,addiction / substance / cannabis
EmxJ5xYFeLA,26,loneliness / arousal / being
eN9acBFyodI,4,relationship / love / friend
eNxD2uYmnv4,-1,Outlier
EojRIaVZvkE,-1,Outlier
eor7tiuS7T8,-1,Outlier
eoVkQDDNa0g,15,pornography / porn / addiction
EOzD0Khshhc,22,psychosis / chatbot / risk
eP2yiWBOx_0,-1,Outlier
EP--_aBLQH4,0,motivation / job / brain
ePehwMH66-E,3,trauma / anger / emotion
EPH7d8uWQso,-1,Outlier
epRIdhwiICU,9,parent / boundary / kid
epXAQjBx7KI,-1,Outlier
e_PXjtwfNBc,0,motivation / job / brain
eqC-A560jK4,0,motivation / job / brain
EqHWrtBDuU8,-1,Outlier
eQiOPwvzTbM,6,gender / dude / emotion
Eqnq1m4EYVk,-1,Outlier
EQP5O_mbJho,1,game / dad / friend
erAMY-OcBiM,1,game / dad / friend
ERAtPcceAGk,-1,Outlier
erBFSsyDSRk,4,relationship / love / friend
ErfG8bmK_Pk,12,meditation / technique / practice
Erm3Pll2jEU,6,gender / dude / emotion
eS_64GuQpMM,-1,Outlier
Esx7fHzs-H0,0,motivation / job / brain
ET2__BGIZMM,-1,Outlier
eTrI_kWet0c,1,game / dad / friend
Eu2_nWyrIxY,5,adhd / brain / medication
eu9uvBYsPXs,2,game / dopamine / brain
EuAp-G6WFcc,-1,Outlier
EuiaKYE5ZEI,0,motivation / job / brain
EULkzo-BXAE,16,narcissist / parent / narcissism
eulzJS-2R9w,8,interaction / extrovert / introvert
euXrlVW_V1k,-1,Outlier
EUYZ887uLtc,2,game / dopamine / brain
evhWIyUsPTM,0,motivation / job / brain
EW3zcZ7LjXY,-1,Outlier
eWFtFtQrViM,6,gender / dude / emotion
ewgU8Fs3GWI,-1,Outlier
EWT9rjpjTRc,1,game / dad / friend
E-xtn0G953o,-1,Outlier
eY4E3tV_bcM,-1,Outlier
eYF4rk8MJXw,5,adhd / brain / medication
eyj3VHiy5mQ,12,meditation / technique / practice
eyV0qZtbKDM,7,depression / therapist / therapy
eYZE1p8ISds,2,game / dopamine / brain
EZ5aATZVqDo,5,adhd / brain / medication
EzE61P5FUAE,20,sex / asexuality / penis
ezF31CwFvpc,4,relationship / love / friend
E-ZptA9MyhE,-1,Outlier
eZXV0nNfdsw,1,game / dad / friend
f1Zhuln7Qs0,7,depression / therapist / therapy
f2DbcMUtRfk,0,motivation / job / brain
F4KRQwIBxfg,15,pornography / porn / addiction
f5DKrHcrhM4,2,game / dopamine / brain
F5JadFdhy9E,0,motivation / job / brain
F5vq_OM5xF4,-1,Outlier
F69ba1vS0oo,7,depression / therapist / therapy
F77xHSKSKc8,-1,Outlier
f80giMf-tKM,-1,Outlier
f9xMioSat9E,7,depression / therapist / therapy
FAoJnstMSwM,2,game / dopamine / brain
fayaDRGBkv0,1,game / dad / friend
FAzsArI7QJo,4,relationship / love / friend
fb1COSnMRvM,12,meditation / technique / practice
fB2OIbIkczk,4,relationship / love / friend
FbE0MAoC21Q,28,food / weight / diet
FboapMGvZYA,1,game / dad / friend
fBpVA6z_UMc,3,trauma / anger / emotion
fBUC90eib6A,11,sleep / bed / caffeine
FBXkbx4dm9k,2,game / dopamine / brain
FCA0j-Ft8dI,-1,Outlier
fd41IXXImxM,1,game / dad / friend
fDmBkrq30-U,6,gender / dude / emotion
fdpLUbR8Q8Q,-1,Outlier
fe6ZYTfWRik,0,motivation / job / brain
fe9qZSRF4HU,18,anxiety / panic / attack
feneycINJtY,-1,Outlier
f_EONDxuD_E,0,motivation / job / brain
Ff0WwKsa_9Q,11,sleep / bed / caffeine
ff1C2ku2J2U,-1,Outlier
FF8f_CQIyfQ,-1,Outlier
ffFdqC73N8s,1,game / dad / friend
fFsH_l0bhU8,-1,Outlier
FGEBcE8H2w0,-1,Outlier
Fggqhbm8J3U,-1,Outlier
fGPDBHLIcBA,-1,Outlier
fgtUC73KU2M,7,depression / therapist / therapy
FGU0pUFZanU,-1,Outlier
FGwoFvrkKrM,17,flag / relationship / partner
fh518OdBpbI,1,game / dad / friend
fhCBI3cynmc,-1,Outlier
FhD3RjFYK6o,-1,Outlier
FhfQoFZHNns,0,motivation / job / brain
fHWQe0zIpL4,6,gender / dude / emotion
FHXynK4kqto,-1,Outlier
Fi0q7O5QvO0,0,motivation / job / brain
fiZVRFykgeA,4,relationship / love / friend
fJOm1zXvVcs,23,kid / intelligence / intellect
FjrjZh1Nris,-1,Outlier
fJWmCx3xLXg,28,food / weight / diet
FkFzTOWuWt0,13,comparison / insecurity / ego
fKWp7R3zXG0,2,game / dopamine / brain
fK_xUPOA1c8,6,gender / dude / emotion
FlddpRfY0NI,11,sleep / bed / caffeine
-FLJRj1wFvY,13,comparison / insecurity / ego
FltjA7KZd7w,9,parent / boundary / kid
Fm0pEZEo3xk,-1,Outlier
FMCAVDk5YMo,13,comparison / insecurity / ego
FMeNI3a7yZ4,1,game / dad / friend
fmMMKSprX98,-1,Outlier
fNI2tx6ucjI,4,relationship / love / friend
FNJO1pZV-I8,-1,Outlier
FnveZCPyJRQ,15,pornography / porn / addiction
FNWtHaKHfqk,13,comparison / insecurity / ego
fOuM6nDNofo,0,motivation / job / brain
fpINkIx3saI,1,game / dad / friend
FPubnJcCxRU,23,kid / intelligence / intellect
FQ1d5rC062c,12,meditation / technique / practice
fqw9tbebRZo,-1,Outlier
F-RCG93iM-0,0,motivation / job / brain
FrqpIqh4a2M,6,gender / dude / emotion
fSHG19MMAc0,0,motivation / job / brain
fszSLflChFg,9,parent / boundary / kid
fTk9yj1WjkU,-1,Outlier
FtkcjHZFluI,4,relationship / love / friend
FTlfqJuQb5U,5,adhd / brain / medication
fu65PqBbwUI,4,relationship / love / friend
FUfrMLriKbg,22,psychosis / chatbot / risk
FUj3-B4yI8U,-1,Outlier
FuLG0YkFGEQ,-1,Outlier
fUnd7XaeHYc,25,bully / aggression / bullying
fuNQnza8Bx8,5,adhd / brain / medication
fUXacwFXmjo,0,motivation / job / brain
Fvi9YXO0nVY,0,motivation / job / brain
fvj7D2DT1JQ,19,hour / work / technology
FVoJZo0xXZA,0,motivation / job / brain
FvrAC37Volw,28,food / weight / diet
FVWgMwQiakw,13,comparison / insecurity / ego
fWO88W6mF8c,26,loneliness / arousal / being
FxiIbh_7L94,16,narcissist / parent / narcissism
FYGjlYR7QuA,-1,Outlier
_FZUc_AmBvY,-1,Outlier
G2DHl9R3B2Y,-1,Outlier
G2SqTWNFdyU,-1,Outlier
G2y0EEnQ9Jo,-1,Outlier
G3VU_brAnh8,0,motivation / job / brain
G4iTjvQ9qDY,23,kid / intelligence / intellect
G4pXXetRtLM,-1,Outlier
g4WPTPvQD0I,-1,Outlier
g4yT1mPc5kY,-1,Outlier
G5qMU17JPKk,12,meditation / technique / practice
G67DbO57PNE,-1,Outlier
G7ctHfHGVII,0,motivation / job / brain
g9bTRKlgI9E,-1,Outlier
GAAKgFT4S84,-1,Outlier
gaFianJ8x4M,5,adhd / brain / medication
Gak8dSwiASE,5,adhd / brain / medication
Gb19JTZ4c-Q,-1,Outlier
gb97Qj_3kqw,15,pornography / porn / addiction
GbvfZBHtGv8,-1,Outlier
gbykZnJcNAg,-1,Outlier
gC54c2JH7Sc,1,game / dad / friend
GCFhA79lla0,-1,Outlier
gCsivmxpBCw,4,relationship / love / friend
GD6pt1jSnW0,8,interaction / extrovert / introvert
GDTl3wpXFsQ,0,motivation / job / brain
gek0W9Tm8ug,-1,Outlier
gEL99VD5BvY,1,game / dad / friend
geSWbfRJkeo,-1,Outlier
GevxekO9Kyc,1,game / dad / friend
Gf9RwpUc23M,-1,Outlier
gfuPfzBGbVo,-1,Outlier
ggNcR40FqW8,9,parent / boundary / kid
ggrjYl6tTV0,0,motivation / job / brain
Ghty6m1JTFQ,-1,Outlier
GI594-ha2SQ,19,hour / work / technology
gIHGcsjg15U,9,parent / boundary / kid
gI_YXJ-omBU,25,bully / aggression / bullying
Gj4srP4yfGQ,1,game / dad / friend
gJk6AH4v4WA,-1,Outlier
-gKvNIY8etM,-1,Outlier
GL3-d2bgOJk,-1,Outlier
Gl48VJIXz48,-1,Outlier
GLwVWrpzhYk,0,motivation / job / brain
gm04964raGY,5,adhd / brain / medication
gMBuMAtr8xk,0,motivation / job / brain
gm-eQdHIyyk,-1,Outlier
gm-jlX2N5NE,-1,Outlier
gMpMd_7D_RM,-1,Outlier
gMVidhAyy-w,0,motivation / job / brain
gnErGtBoGo8,11,sleep / bed / caffeine
GnoyahuJ_t8,-1,Outlier
goa-8L5fdIw,24,generation / formula / despair
godC8AV_52k,-1,Outlier
gozDB-J3AVw,10,addiction / substance / cannabis
gOZT3XBIB1Q,-1,Outlier
GqBnXFoLX3w,-1,Outlier
gqmUm01ZfS0,0,motivation / job / brain
gqwjBEf3znc,-1,Outlier
gRQDe8lU4Hc,1,game / dad / friend
Gs2Xy9kMcpk,-1,Outlier
gs8Re1TXFag,-1,Outlier
GS_DbSgHnFo,-1,Outlier
gsjA3ZQzybA,0,motivation / job / brain
Gt0RCMWiIv0,16,narcissist / parent / narcissism
Gt9cr8E1nGg,-1,Outlier
gtDKBuXPV7Q,-1,Outlier
GTXsobfEXDg,1,game / dad / friend
gTy2-DLmbu4,-1,Outlier
gU3ju48hS7g,4,relationship / love / friend
gu_ANFKBeWw,2,game / dopamine / brain
GuJvDliyaJs,-1,Outlier
GuyQPL22qmE,6,gender / dude / emotion
GvAfRnu5A3U,-1,Outlier
GvmJWbhMX1g,-1,Outlier
Gw3uvgqZR5k,-1,Outlier
gWgx734KUqQ,13,comparison / insecurity / ego
Gwkwy4S1mHQ,10,addiction / substance / cannabis
GWu7kwlzspA,-1,Outlier
gWX1xuXAVw4,20,sex / asexuality / penis
GXOkfxxpjB4,6,gender / dude / emotion
GY3r-4Yu8dg,2,game / dopamine / brain
Gy7ccM9v3Vo,7,depression / therapist / therapy
GzDT_FVGUqQ,-1,Outlier
gzSxwbTNLwc,5,adhd / brain / medication
h1v6MoZT5Rs,3,trauma / anger / emotion
H29GopTVZnQ,9,parent / boundary / kid
h2iH62Dj83g,13,comparison / insecurity / ego
h56NkiN-AMo,0,motivation / job / brain
h6XRl_Wc_iA,0,motivation / job / brain
H9BIjux33_E,-1,Outlier
h9GzGsJbNyo,-1,Outlier
h9MbRLrlazc,1,game / dad / friend
hA3HbxYXf1k,-1,Outlier
hac5Zh-Z6bA,25,bully / aggression / bullying
HAujA1Gox9E,0,motivation / job / brain
hbgC4-fRhtk,3,trauma / anger / emotion
HCTvwy4qsdY,1,game / dad / friend
Hd-csr9WmzQ,11,sleep / bed / caffeine
HDQaPNKjujU,-1,Outlier
H-dsknYw-wc,0,motivation / job / brain
HE9-1AwZq2E,1,game / dad / friend
HEZRebsi-qk,1,game / dad / friend
HgdxGpumSTU,-1,Outlier
h_GlqMJCUJc,0,motivation / job / brain
HgoLqbbHMms,7,depression / therapist / therapy
hgwg_c6sNKg,23,kid / intelligence / intellect
hhcDEC-zPyw,-1,Outlier
hh--cWON0MQ,0,motivation / job / brain
_-HhpXNInk4,-1,Outlier
hHsYHVnaRNA,21,shame / self / emotion
HHwMzlsuI-c,-1,Outlier
HIaC2PJFDKo,23,kid / intelligence / intellect
HJJHjJbruBg,4,relationship / love / friend
hkE3His7hs0,1,game / dad / friend
hKnRO7CMTAs,9,parent / boundary / kid
HKwYC-1thKo,-1,Outlier
-Hmazl3RQnE,3,trauma / anger / emotion
HmI_VBp9QU0,-1,Outlier
hmJ-zhczM7c,-1,Outlier
HMLlpfiHjsE,10,addiction / substance / cannabis
HN5BoBlY0MU,5,adhd / brain / medication
HnFdn6MANIc,5,adhd / brain / medication
HNje-HuIYdI,5,adhd / brain / medication
hnSoSK2SF8k,-1,Outlier
Ho0024qvVao,-1,Outlier
hOEslPKNs54,7,depression / therapist / therapy
hOf6epE_2jg,-1,Outlier
HoXplzROmgQ,0,motivation / job / brain
Hq32ZIz1EBE,23,kid / intelligence / intellect
HqrIWxOkWRQ,6,gender / dude / emotion
hQRjSn7_BKY,0,motivation / job / brain
hr7Ej-q-lRE,10,addiction / substance / cannabis
hRgSrEU2miE,-1,Outlier
HrJeIf2n_rc,3,trauma / anger / emotion
HRkKGDa1yN0,-1,Outlier
hs5gzh56W_M,11,sleep / bed / caffeine
HsAvXyXyfNU,1,game / dad / friend
HseyZ3I08EQ,7,depression / therapist / therapy
hSXdB7ibvDM,-1,Outlier
_HTC8WZv0vY,-1,Outlier
htOL5Z3ARt0,0,motivation / job / brain
htq11OOFVw8,-1,Outlier
Hv-gxF7qoOI,-1,Outlier
HVvYn9jkZYQ,19,hour / work / technology
HwgpbQzSyg4,4,relationship / love / friend
hwoAUM81Z-k,-1,Outlier
hWSoyJ8iLRk,-1,Outlier
hww0nvRR-t0,11,sleep / bed / caffeine
HwwfoMPTy38,-1,Outlier
HXP90XxvhTU,-1,Outlier
hXsRvVT1d3U,5,adhd / brain / medication
hYK6Y9kkPrg,-1,Outlier
hYKdr4ibvDk,2,game / dopamine / brain
hzkgIOzBP7w,-1,Outlier
i0i0RSm2OoE,11,sleep / bed / caffeine
i2mzizQh8HQ,-1,Outlier
I4-j53VLbRg,9,parent / boundary / kid
i5BE-AK4FKM,-1,Outlier
i6Gy4O-_R7Q,1,game / dad / friend
I6MWY6wnpxk,-1,Outlier
i7EUaGNzbBw,4,relationship / love / friend
i7jK_XgzTes,-1,Outlier
I8o2Xzpbqvc,-1,Outlier
iAHrpFfsxUI,1,game / dad / friend
iaVdn2Iya7Q,-1,Outlier
IAW494zhWGI,11,sleep / bed / caffeine
IBHbq_T5nxU,-1,Outlier
iBsV30xtd3c,-1,Outlier
ibTUQEfcP6A,17,flag / relationship / partner
ibxThoss0fg,0,motivation / job / brain
icfI_iVLeRs,-1,Outlier
icjtRyavHsE,-1,Outlier
ictVkc_XCpk,-1,Outlier
iD5UvbX4BGw,0,motivation / job / brain
iDdjSfM5JCI,-1,Outlier
IEc1gti61eQ,0,motivation / job / brain
iEcbLpX_pi0,0,motivation / job / brain
ieLVe-QxgFc,27,vision / contact / introvert
IEoGKNaE_FA,5,adhd / brain / medication
ieStO3JqWJ0,14,burnout / employee / job
IF8S6czgPfM,-1,Outlier
iflcK39wJ2M,-1,Outlier
IFUilP8grFQ,0,motivation / job / brain
Ig8ZBL8-RWw,-1,Outlier
Ig-Xj5Y2zRY,13,comparison / insecurity / ego
IH31tsRLj88,0,motivation / job / brain
II4bjYOS07U,-1,Outlier
II8Q1A5Xgrg,0,motivation / job / brain
iIDpRC1ThAs,0,motivation / job / brain
IIPTN0qdFVU,1,game / dad / friend
iiTJxNhiUtA,8,interaction / extrovert / introvert
i_j3Aq9K_z0,7,depression / therapist / therapy
IJcSnc93EcM,-1,Outlier
iJi2yb0kmYQ,-1,Outlier
ikMc0lf8GWU,-1,Outlier
iK-T74wxkks,-1,Outlier
Im3q7nM6Ur4,-1,Outlier
IM70hSzU9ck,24,generation / formula / despair
iMeyTBu11eY,-1,Outlier
IO0RWuy_5Bw,1,game / dad / friend
ioa6BjuSOt4,4,relationship / love / friend
IOWelVx5CUw,-1,Outlier
ipmmR2sntjw,5,adhd / brain / medication
IQc2VcWqRIs,-1,Outlier
IQMQ0DVETX8,0,motivation / job / brain
iRVNCTMwdlU,22,psychosis / chatbot / risk
iRxdZCI8gcQ,2,game / dopamine / brain
iT3Kqwp2LCY,18,anxiety / panic / attack
iuzkhXJ_zz0,10,addiction / substance / cannabis
IVEGx2x7GEI,1,game / dad / friend
ivswTsqCyLc,-1,Outlier
iVuq0L2xi24,-1,Outlier
iWASYMdb5NY,16,narcissist / parent / narcissism
iwExD9FAZ68,-1,Outlier
iwJBJGZfjVs,0,motivation / job / brain
IXcD-tcNGds,3,trauma / anger / emotion
iXdZS76agHM,-1,Outlier
IXpNr6BLjK4,1,game / dad / friend
IYcAbQndG_k,4,relationship / love / friend
IZ7DF7jBYW0,9,parent / boundary / kid
IZFNtb9_5hI,0,motivation / job / brain
J0BxymT24CQ,6,gender / dude / emotion
j0eO-yvanlk,1,game / dad / friend
j_0KTjY0ZAk,1,game / dad / friend
J0wMTyKynXo,0,motivation / job / brain
j1l-mLOp00I,3,trauma / anger / emotion
J1X3U9JX3rA,-1,Outlier
J2qVgnuGjjM,1,game / dad / friend
J4ktFkdEhoU,-1,Outlier
j4L7pjGnKqw,9,parent / boundary / kid
J4M5Den94M0,0,motivation / job / brain
j5kSPdPUztI,0,motivation / job / brain
j5qgaKHMw1I,12,meditation / technique / practice
j6jrBZQo5fM,0,motivation / job / brain
J931-RA50nE,19,hour / work / technology
JA61Y07dqB4,2,game / dopamine / brain
ja-hlhtRU7Q,4,relationship / love / friend
jBIb9W0IEUk,-1,Outlier
jBWG33lGwTg,17,flag / relationship / partner
jcFjLELV798,-1,Outlier
JcFPM28z68E,-1,Outlier
jdKm1UrqOZM,-1,Outlier
jDl03wtHaC4,8,interaction / extrovert / introvert
JdllRGKzQcU,20,sex / asexuality / penis
JdZ-B65wWoI,4,relationship / love / friend
JE-dgPRkNiE,-1,Outlier
JeK8TdxDXDE,0,motivation / job / brain
jetFQ4-40vQ,-1,Outlier
JewG_7ZC42g,-1,Outlier
JG6Bt5PFrI0,5,adhd / brain / medication
jggPbLrQiOU,2,game / dopamine / brain
JgkYRyqloVA,-1,Outlier
JGn3Td9i-j4,1,game / dad / friend
Jgq6ulFwed8,-1,Outlier
JGyjtsbLayc,-1,Outlier
jHifQabR8IM,4,relationship / love / friend
jhrYGkpxgGY,-1,Outlier
JhWU6xHEwgY,28,food / weight / diet
JiH8re5GH9k,0,motivation / job / brain
jiIhOgpOWcA,19,hour / work / technology
JIkfICZ1BSA,-1,Outlier
JIMgT2WR7aI,15,pornography / porn / addiction
Jjju1GVckFk,-1,Outlier
JjtRJPRI6YQ,-1,Outlier
JjYRJZd7Di8,1,game / dad / friend
jJZywZOjQsk,0,motivation / job / brain
jKHrGZlNN3I,-1,Outlier
jLaPwlAMEHI,18,anxiety / panic / attack
JlMAt7fqy7A,-1,Outlier
jm2W5bx35EI,-1,Outlier
JmMgRm9F82c,5,adhd / brain / medication
Jncgm0ThnBs,-1,Outlier
jnH16i6zG_M,26,loneliness / arousal / being
jniz2BZ5zO8,-1,Outlier
JnPyjTFBV9k,4,relationship / love / friend
JOJWbV-ufk0,7,depression / therapist / therapy
jOUoDCuKYbU,0,motivation / job / brain
Jp61rxM2ePQ,-1,Outlier
_JPP1lKVMf4,11,sleep / bed / caffeine
JprTBxSfVvs,1,game / dad / friend
jPszqASV3sY,-1,Outlier
Jq74p0Z2o5A,15,pornography / porn / addiction
JQjgRR1PSxg,4,relationship / love / friend
jqONINYF17M,14,burnout / employee / job
JQrNBmMo5aQ,20,sex / asexuality / penis
JREDtvZpCMo,6,gender / dude / emotion
JrJiQ_W98gA,12,meditation / technique / practice
jr-vBb-VPwQ,3,trauma / anger / emotion
jSvj70M-IpM,8,interaction / extrovert / introvert
JTlP1BdxaK4,-1,Outlier
jtX6qYM2stU,0,motivation / job / brain
jTXNrPe8SRY,8,interaction / extrovert / introvert
JuWFB2C52QM,4,relationship / love / friend
jvkVAWx1ejY,0,motivation / job / brain
jVP9HHIg7MY,8,interaction / extrovert / introvert
JVS5OA-akNw,0,motivation / job / brain
Jw7EMtFXfng,1,game / dad / friend
jw8eVMKSDgc,13,comparison / insecurity / ego
JWgRa03eZGM,19,hour / work / technology
Jw_indNpQqQ,-1,Outlier
JwP5eeYjrMg,9,parent / boundary / kid
-jWrCY3z3EI,12,meditation / technique / practice
Jx3zvAexTpo,-1,Outlier
Jx60_Z3nSTk,22,psychosis / chatbot / risk
JxGRqZWdc5U,15,pornography / porn / addiction
jxqKCh1K_xc,17,flag / relationship / partner
jY-5TbN4Kp0,-1,Outlier
JYHqWgvtLbk,4,relationship / love / friend
jyLXGh_k57Y,19,hour / work / technology
k0iUzEJQ1so,-1,Outlier
K1Bsg2qU6fM,0,motivation / job / brain
K3GVi_sIkY0,25,bully / aggression / bullying
K3QHHRXWCgQ,7,depression / therapist / therapy
K3Xp2z84Vcs,-1,Outlier
K-5vU_EOZtU,3,trauma / anger / emotion
k5X8CzKbBKY,1,game / dad / friend
k6vRX6DBS2I,2,game / dopamine / brain
K7kNGExm87o,0,motivation / job / brain
K9718v8O3xc,-1,Outlier
K9VOhOGJGm0,21,shame / self / emotion
kah5uKvj5Tc,-1,Outlier
kAUuJ-X6A-M,-1,Outlier
KaVpUzD03bo,-1,Outlier
Kc8M4JKHiL0,-1,Outlier
KcCquBXTtSk,4,relationship / love / friend
_KciGyKBaLk,-1,Outlier
Kct_kqf6DzQ,3,trauma / anger / emotion
k-DMeweyBdI,-1,Outlier
kDnMYYzVkNA,16,narcissist / parent / narcissism
Ke3a7jMKt04,3,trauma / anger / emotion
KED1kulYTnQ,4,relationship / love / friend
keJPw9iX1kw,4,relationship / love / friend
_-KEq2dp5cE,8,interaction / extrovert / introvert
kEsIL0j0BGk,25,bully / aggression / bullying
KfnnSiy6NGs,-1,Outlier
KfQ7piRFYT4,-1,Outlier
kfqhwlOM8B0,1,game / dad / friend
Kgb_2qV8_cs,0,motivation / job / brain
Kgb6AvOjVic,24,generation / formula / despair
KGPVrrxgHnc,3,trauma / anger / emotion
Khqwm3np9wc,-1,Outlier
kHtdGIMxD88,0,motivation / job / brain
Ki9sxl2t16Y,11,sleep / bed / caffeine
KjmsJawGNzY,4,relationship / love / friend
KJX-8C7OHmw,4,relationship / love / friend
k_KVuh8V7Fw,0,motivation / job / brain
KLAXERA3aNc,7,depression / therapist / therapy
kLFtKUwwgmY,4,relationship / love / friend
kLkHgIbqeNU,2,game / dopamine / brain
KmG-clfkE7Y,1,game / dad / friend
KmJmvaMIjIY,0,motivation / job / brain
kNBkLhf2Rg0,4,relationship / love / friend
kozi2ovzw8c,1,game / dad / friend
kPZwR3v_UyI,1,game / dad / friend
Kq79km2u2iY,10,addiction / substance / cannabis
