video_id,topic,topic_label
kqriaA0MQlo,3,trauma / anger / emotion
KqYr8t6FEdQ,-1,Outlier
krsPJ2vRfvE,0,motivation / job / brain
Ks0DRZqCgJ0,-1,Outlier
kSDaqU3OEF4,18,anxiety / panic / attack
kSKVIZKcxpw,9,parent / boundary / kid
KSoZ7eLdClQ,4,relationship / love / friend
ks_sXQFezmY,8,interaction / extrovert / introvert
KsVrqm5mxuE,21,shame / self / emotion
Ks_zt9xzHy4,2,game / dopamine / brain
KT3PVnXqv4Q,-1,Outlier
kt6UmH1EflY,7,depression / therapist / therapy
KtaBlxSi1S8,0,motivation / job / brain
KtkL40jRLvU,4,relationship / love / friend
kTrbGx6_xaU,-1,Outlier
kT-rP5aM-LY,1,game / dad / friend
KUfBdI8f_cA,3,trauma / anger / emotion
KUwjo4YxQPw,-1,Outlier
kv9p7m1VS6s,-1,Outlier
KVNcM60IMco,14,burnout / employee / job
kvQWpXqNJ5c,19,hour / work / technology
kwCp41BqbzQ,0,motivation / job / brain
kWgnYU9rTmk,13,comparison / insecurity / ego
KWo0_ttEl34,-1,Outlier
kWt6szZ7KVg,10,addiction / substance / cannabis
KyBCMcAlogY,-1,Outlier
kyjWBSUJglY,5,adhd / brain / medication
KyLXDC_vrsc,-1,Outlier
kyVAsUnqBVU,3,trauma / anger / emotion
kz2vZr3zM9A,-1,Outlier
kZ5_p8E825U,-1,Outlier
kzqMaql641s,0,motivation / job / brain
kZwngUMWG1g,4,relationship / love / friend
KzZ5sY-QDRE,6,gender / dude / emotion
l0ApTNs7Xb4,-1,Outlier
L2MkomSkmPc,-1,Outlier
L2vJHPAU7nE,27,vision / contact / introvert
L37AIJjovDk,2,game / dopamine / brain
L4qL-hMTj7M,4,relationship / love / friend
l5GMD587vCc,-1,Outlier
l5iSZVN_qu0,1,game / dad / friend
l5qqFgZdTiw,14,burnout / employee / job
l5X7OyMr0UY,2,game / dopamine / brain
L6e3XmW0GCA,-1,Outlier
l7fv70cMOIo,3,trauma / anger / emotion
l8_AeuMMfAo,4,relationship / love / friend
L_8ekuBnOv8,-1,Outlier
l8ORd2v07rQ,-1,Outlier
l9bB2AoPuUY,15,pornography / porn / addiction
la1C-1iiEFc,-1,Outlier
lA65-Ud07pA,-1,Outlier
l_Af_1_mOL0,-1,Outlier
Lalv4E3jyR0,1,game / dad / friend
LbApPgkPW5A,-1,Outlier
LbhE6V1xsb0,21,shame / self / emotion
lbZqUFeAY_M,7,depression / therapist / therapy
LC6B8f6WR6c,8,interaction / extrovert / introvert
LcuS2bDQI8Y,-1,Outlier
lcXHpDixRZ0,6,gender / dude / emotion
LDAxyNaIhgE,-1,Outlier
ldTMLhTMZAc,1,game / dad / friend
-LE5q1GgkyU,14,burnout / employee / job
lEAKDo7REHw,2,game / dopamine / brain
lerbMc9T6OM,-1,Outlier
lf2qFBBDihU,2,game / dopamine / brain
L_f6V8Wm8A4,-1,Outlier
l_F7Wam3Nyo,-1,Outlier
lFAIbzPOK2o,1,game / dad / friend
lGjI5LkBYRA,13,comparison / insecurity / ego
lGu5jasfxx0,3,trauma / anger / emotion
lheLeVzQNjU,1,game / dad / friend
LhI2z88q6gQ,-1,Outlier
LHoZ6p4CmuM,17,flag / relationship / partner
lhtcLe9QbMQ,-1,Outlier
lhwOPrXgspQ,1,game / dad / friend
LhzobpbiG80,4,relationship / love / friend
Li8OK7JZtUs,0,motivation / job / brain
lIiOPTBy-u4,-1,Outlier
liLSbEqOyd8,4,relationship / love / friend
lJKmwM2cNro,6,gender / dude / emotion
LJl7c1rcZnU,8,interaction / extrovert / introvert
LK05AGW0JBE,5,adhd / brain / medication
lK5g4VAR0Xo,9,parent / boundary / kid
Lk_SGCNChUs,1,game / dad / friend
LlaEICB6gLE,1,game / dad / friend
_lM5dF7mS6o,5,adhd / brain / medication
LmJenRFlTJc,4,relationship / love / friend
lMr7hmwuVUA,-1,Outlier
LN8kyWBrBKk,0,motivation / job / brain
LnIW1p1YLx0,0,motivation / job / brain
lNn1CsgMhWk,9,parent / boundary / kid
LOGs1Y1MJZI,10,addiction / substance / cannabis
LojDvrwBcUU,-1,Outlier
-lOTZRpOvxY,12,meditation / technique / practice
lPAzMw8hwhg,10,addiction / substance / cannabis
lPMl5GZzxjo,-1,Outlier
LpRJy_KNy5c,16,narcissist / parent / narcissism
lpsc3vFzJhk,1,game / dad / friend
LqYpWW1IjGI,-1,Outlier
lrgkjeBthsg,0,motivation / job / brain
_lRLZYri3Zo,1,game / dad / friend
lrRtv9YXj-Q,4,relationship / love / friend
LrtVlJU_jDg,0,motivation / job / brain
lRVhADXEFWA,21,shame / self / emotion
lSgM3z0ZUF8,2,game / dopamine / brain
LskDuBmNmyY,1,game / dad / friend
LSUBVve0jWw,14,burnout / employee / job
lszZ5k4dqmE,1,game / dad / friend
LtkH_KTl3CE,7,depression / therapist / therapy
LtmRr9w3D5w,1,game / dad / friend
Lu18adxjwPI,4,relationship / love / friend
LUD-9Jx3odc,0,motivation / job / brain
lUmvoJ8nFq0,-1,Outlier
LUUWAu8W8Ww,-1,Outlier
lUVeUSIlQiI,-1,Outlier
lUxU6KnjNNs,1,game / dad / friend
Luyor0hImkE,1,game / dad / friend
LV3KzHnqa6I,21,shame / self / emotion
LvizaKPZPPY,-1,Outlier
LVqmWJemfJc,0,motivation / job / brain
LVxKF5SuVC4,-1,Outlier
Lw4dMehQkgs,-1,Outlier
l-wALRfyUSA,-1,Outlier
LWV_Zl2qW_4,1,game / dad / friend
LY4DKo_WAsw,9,parent / boundary / kid
LZVTbFuZrNw,1,game / dad / friend
M1DIwzXlTX4,0,motivation / job / brain
M33JiC7dylQ,-1,Outlier
m3ojamMNbKM,-1,Outlier
m4svtVv7oc8,17,flag / relationship / partner
m5NNPqibjGg,-1,Outlier
M5V5LFnaojQ,-1,Outlier
_m6-8sQZX0Y,5,adhd / brain / medication
M7tRP-3q2HM,24,generation / formula / despair
m8nScdhRXfs,1,game / dad / friend
M90Utt-3VdY,11,sleep / bed / caffeine
M9A5rFO09FY,13,comparison / insecurity / ego
m9gWy5cHQOE,1,game / dad / friend
maneUFx4j8w,-1,Outlier
MAsZS4Oj1Qg,-1,Outlier
mB4RYOPAHkU,6,gender / dude / emotion
MbdDGd-9bDY,19,hour / work / technology
MbJ-zU43WaY,0,motivation / job / brain
-mBnD2korkA,4,relationship / love / friend
MCS_hT7sga8,-1,Outlier
MD0Ei5agKkE,-1,Outlier
MDx17op_q-0,2,game / dopamine / brain
me0O-MCn4iI,1,game / dad / friend
mefGxK10bWQ,-1,Outlier
MetInlGEFZA,1,game / dad / friend
mFbQv3SnPvU,7,depression / therapist / therapy
mFJQANTw3jA,0,motivation / job / brain
Mft6chPPhq0,0,motivation / job / brain
_MGm1rUw3D4,-1,Outlier
MHCLBCqScl0,-1,Outlier
mhEu2xaKVfc,11,sleep / bed / caffeine
mHMQX2EYnKM,8,interaction / extrovert / introvert
mHNIfDN6Wec,8,interaction / extrovert / introvert
MHxijcnuHaE,-1,Outlier
MhZAH9IpJ0Y,1,game / dad / friend
MId2AotFA4A,-1,Outlier
mIHEtK3WktE,-1,Outlier
MIMzD75hz1E,9,parent / boundary / kid
mKeeDV5hGpc,26,loneliness / arousal / being
mkJAwKLzRzU,-1,Outlier
MKLRsigQCCM,-1,Outlier
MKMiJ3kxWpo,6,gender / dude / emotion
mlk0NAA3I48,-1,Outlier
M-m0hK0dir0,-1,Outlier
MMbUTXJBHL0,3,trauma / anger / emotion
mmqok1dJrVs,0,motivation / job / brain
mN9NPgKpRLI,-1,Outlier
mO1NcxRUJQY,3,trauma / anger / emotion
mOCGBrkRq0g,0,motivation / job / brain
MoMDv-hf7bs,0,motivation / job / brain
MoODItd25cM,-1,Outlier
moqiVNlDB2g,22,psychosis / chatbot / risk
moZ_UUC8MsY,7,depression / therapist / therapy
MPnWbj70TTY,-1,Outlier
mpRRix8m4SQ,-1,Outlier
MQ15cXicr7U,-1,Outlier
mQAqh_MJWeI,11,sleep / bed / caffeine
MqOTFWaZV0c,-1,Outlier
MQu3Xw24tQU,-1,Outlier
MReJLcWsnH8,8,interaction / extrovert / introvert
mrgx0J2w-So,5,adhd / brain / medication
mRHmGQIA0lo,1,game / dad / friend
mRtMfF131Kk,8,interaction / extrovert / introvert
MsgAcRb-kfo,3,trauma / anger / emotion
mThU-sdywKw,-1,Outlier
MtP3M9rqNPg,0,motivation / job / brain
mtPfr8yDRJM,2,game / dopamine / brain
MTrfaHSTnAM,18,anxiety / panic / attack
MtrN9iyKRwk,13,comparison / insecurity / ego
MTV9RjeRX_g,6,gender / dude / emotion
MTZQBWMqw9E,2,game / dopamine / brain
MuOrL186HOg,-1,Outlier
mURtfEtBHKc,10,addiction / substance / cannabis
MuWmiM0bR5Q,2,game / dopamine / brain
muZyOri3o_E,9,parent / boundary / kid
MuzZtjq4XjI,2,game / dopamine / brain
mVf78JnY-ng,1,game / dad / friend
mVhdgZMLOjg,0,motivation / job / brain
mVi6gGY8LCA,0,motivation / job / brain
MVlI8GJdDGo,-1,Outlier
MvOI22BoELk,-1,Outlier
MW6FMgOzklw,22,psychosis / chatbot / risk
MW866O1X9RI,2,game / dopamine / brain
mwbxgzcRKEw,5,adhd / brain / medication
_mwm67Nmiz8,-1,Outlier
MWMWTTE-JR0,-1,Outlier
mwyBMxad-vU,12,meditation / technique / practice
mXhJ93Yk0SA,1,game / dad / friend
mXMxfS6oEig,-1,Outlier
MxRKG9YHxnM,0,motivation / job / brain
MXUCNAO0yQE,0,motivation / job / brain
-mzfOqtS1z8,14,burnout / employee / job
n13sKCZAt0w,-1,Outlier
n1AsrO77q6g,-1,Outlier
n1fWN1Li69g,-1,Outlier
n4A5eRNyMrE,0,motivation / job / brain
n4jSkOjuLIg,1,game / dad / friend
n4L4Z0Kx004,-1,Outlier
N50oUcXZ2YM,-1,Outlier
n5CzEpYi6n0,12,meditation / technique / practice
N5fkQNSaojI,1,game / dad / friend
N-7Rq5mQNIw,1,game / dad / friend
n7sLb8_wvRo,-1,Outlier
N8czwnNtLW4,-1,Outlier
NAma0IaMhYY,-1,Outlier
nB8g3n10_Z8,1,game / dad / friend
NBB0Q5N1ssY,-1,Outlier
NblOLXSZg-Y,11,sleep / bed / caffeine
NCAxNjNYsA4,-1,Outlier
ncPVbubFn18,0,motivation / job / brain
nCVECzSFnTY,-1,Outlier
nd6Uc9lToEw,-1,Outlier
NdfXtpHwJhU,4,relationship / love / friend
ndNlwjgDwTo,-1,Outlier
nE787tZD45o,4,relationship / love / friend
neHB7UQ5Fok,3,trauma / anger / emotion
NfiSZQudg0o,21,shame / self / emotion
NFssqJShcuw,0,motivation / job / brain
nGPKATu4v4o,17,flag / relationship / partner
nh49x4fnIzY,6,gender / dude / emotion
Nh74-dL5sy4,-1,Outlier
Nh7-lfXMXBU,4,relationship / love / friend
Nh9bABHbdMo,25,bully / aggression / bullying
Ni7q69458dE,-1,Outlier
NIOWs6MC6GY,4,relationship / love / friend
NJociq1KZGI,1,game / dad / friend
Njwx3vneOOw,2,game / dopamine / brain
nKJOl4sjFIw,17,flag / relationship / partner
NKpA26JF3Rw,1,game / dad / friend
NL5NeKeFhxM,-1,Outlier
NlEwdsgHhKg,21,shame / self / emotion
NLKLqF4MJ2A,16,narcissist / parent / narcissism
NLqDegnCluE,-1,Outlier
NM0wzoWKSq4,-1,Outlier
nmb-FNftFn8,28,food / weight / diet
nMHRNhq-Zlg,10,addiction / substance / cannabis
nMM-67dsERA,-1,Outlier
NMz8KINqxSc,-1,Outlier
Nn0y52-oA60,-1,Outlier
nnHaCe5F2FI,3,trauma / anger / emotion
_nnIpedYv-0,1,game / dad / friend
nnpyhuOblkE,6,gender / dude / emotion
NnTLJtBr1zo,0,motivation / job / brain
NOclpHxSxRc,-1,Outlier
NoNxyrvrWHc,24,generation / formula / despair
NOTnBTHFl6A,-1,Outlier
NP1LW6UHa1I,11,sleep / bed / caffeine
NPfeeg70zGc,1,game / dad / friend
nQiu6HpWyiY,3,trauma / anger / emotion
nqTPUA6dHVk,-1,Outlier
NqtYZJSGeEY,10,addiction / substance / cannabis
nQXoM4ilFjc,1,game / dad / friend
nRb7tEHVIYs,23,kid / intelligence / intellect
nRDWWPPUTV8,17,flag / relationship / partner
nRZCIWEolXg,-1,Outlier
NSIWr3K9350,4,relationship / love / friend
NuF7wp9pb_k,-1,Outlier
NuHEY7CjjTI,2,game / dopamine / brain
nujgUpYIVOE,13,comparison / insecurity / ego
nuZ8G_ERYUw,-1,Outlier
n-v04AAPK1s,2,game / dopamine / brain
nvtbwCw_hqw,6,gender / dude / emotion
Nw-c_7aDeUQ,15,pornography / porn / addiction
nwJCZiLW3qo,-1,Outlier
nwN3NLREEx8,6,gender / dude / emotion
nwURTnEm3eA,-1,Outlier
nX9CS_E8UZY,1,game / dad / friend
NxA3iDJQhYE,3,trauma / anger / emotion
nXJHMc5EhCY,0,motivation / job / brain
NxU65kfJ1nk,12,meditation / technique / practice
NYiike6yh1k,5,adhd / brain / medication
nyW4j2YeOCU,7,depression / therapist / therapy
N-Zel07vrro,-1,Outlier
o14J4h5SWSA,0,motivation / job / brain
o1OEDG47HsY,0,motivation / job / brain
o1vdI1JCEl8,-1,Outlier
O1wTnESwX5k,-1,Outlier
O_335jf-Nx4,0,motivation / job / brain
o33gGuW7mBM,-1,Outlier
o3licAZYIIQ,0,motivation / job / brain
O3wDhO4Loy8,-1,Outlier
O4MgZNsVwew,-1,Outlier
o6dogAPB9gQ,0,motivation / job / brain
O6M-8TeR5ak,2,game / dopamine / brain
O7-mGnRsH0s,-1,Outlier
O8BQUJjLeBw,-1,Outlier
o-9aumQSTXA,7,depression / therapist / therapy
O9mqIIi2pqM,5,adhd / brain / medication
OAbmiSXzFrw,-1,Outlier
oAI7aNGecaQ,-1,Outlier
OAMcu_5SSpE,16,narcissist / parent / narcissism
oaXfYIYDRXg,19,hour / work / technology
obJVJSPGMnQ,-1,Outlier
obX7fthgQHU,15,pornography / porn / addiction
oC2RTC7OvGA,12,meditation / technique / practice
oclopygpcew,10,addiction / substance / cannabis
OcNTwEfo4NI,-1,Outlier
ODPPQJIjTmY,14,burnout / employee / job
OdwlORqCP2Q,17,flag / relationship / partner
oFcQcmZJQ_k,-1,Outlier
OfKSO0PplGA,-1,Outlier
OgGFPEcp5Ak,3,trauma / anger / emotion
ogi5pTUv9VY,6,gender / dude / emotion
OH6PQVmnNzI,15,pornography / porn / addiction
Oh9OZKUXL3U,-1,Outlier
oHoFqwF2OAU,-1,Outlier
OIgfQ3nBP7A,-1,Outlier
Oj5lA7FfUkI,-1,Outlier
oJUz-s5PhsU,-1,Outlier
OkronGq4zmM,2,game / dopamine / brain
OkyNFwf4Nik,3,trauma / anger / emotion
OLSl6Y9uJto,0,motivation / job / brain
oLtU04bfMhA,-1,Outlier
on5cMLzePys,21,shame / self / emotion
oNKV6AK4epw,3,trauma / anger / emotion
oNq6I0KPsHs,-1,Outlier
oOz8R4QqyPw,1,game / dad / friend
Op1xW6eKEbU,-1,Outlier
op3GoK1oBus,-1,Outlier
OpdYAlQLFs0,6,gender / dude / emotion
OPoF58cHBXc,8,interaction / extrovert / introvert
oPSrF-WIvsU,6,gender / dude / emotion
or6A1Pl04ss,6,gender / dude / emotion
ORvjBPtp7NM,-1,Outlier
OS2Djq6b54o,-1,Outlier
OsMwS82_9vU,1,game / dad / friend
Ot4ojgFArbo,-1,Outlier
otCj0c9mMTQ,-1,Outlier
oTIqAFGc9iU,6,gender / dude / emotion
otKfeRzwMe0,-1,Outlier
OtqUmwvBDek,-1,Outlier
oTrCLOyoRq8,8,interaction / extrovert / introvert
-OU9gJ3vzT8,9,parent / boundary / kid
oUrkfSzpt20,8,interaction / extrovert / introvert
OvAFlWXwGyE,-1,Outlier
oVT2haMf7Bk,-1,Outlier
OVXA0I4dR0A,0,motivation / job / brain
OW08NoTQI1c,-1,Outlier
oWf_v_sSPuw,18,anxiety / panic / attack
OwlXbUYDf0w,2,game / dopamine / brain
owVcmRiIfVU,-1,Outlier
oXeED-kYowo,3,trauma / anger / emotion
OyzwbJ9jM4I,5,adhd / brain / medication
ozu9Jd_Fm-I,-1,Outlier
oZZPCuXjsYQ,-1,Outlier
p02xTmgRGSc,17,flag / relationship / partner
P0lR7kg09QE,2,game / dopamine / brain
p1LTW_E3SSY,3,trauma / anger / emotion
p2contq5aRg,2,game / dopamine / brain
p34SaluKjIg,1,game / dad / friend
p3ymUXFW2_M,21,shame / self / emotion
P3z8NdGhuks,-1,Outlier
p4mR7WIuhr4,-1,Outlier
P6hQoANEM9A,-1,Outlier
p6UCLe-QpYA,24,generation / formula / despair
p7_EitbHNHI,17,flag / relationship / partner
Pa51EGS7Hnc,-1,Outlier
pae9vn_bl40,-1,Outlier
PawNAVCZN00,0,motivation / job / brain
pB231fwy9dQ,0,motivation / job / brain
pBaqMZW4gcw,5,adhd / brain / medication
pbxU_v5kR8A,0,motivation / job / brain
pBXYwVEudj4,8,interaction / extrovert / introvert
pCJ6VdLqxK0,1,game / dad / friend
pCmm-sJjZkU,-1,Outlier
PcUXCzQrhTE,15,pornography / porn / addiction
pDB1ip_uAyc,3,trauma / anger / emotion
PDTPg_qKvn8,1,game / dad / friend
pED2p6Ev4ds,6,gender / dude / emotion
pEWbCTt81so,7,depression / therapist / therapy
pF_rJLeEFPw,-1,Outlier
P_gCiV4gjKw,16,narcissist / parent / narcissism
PgfbuE63HfM,1,game / dad / friend
Pgm1fQJtS-M,0,motivation / job / brain
PGVDwSJL5dE,-1,Outlier
phTTGIEUX7w,1,game / dad / friend
pHUfic2uENY,1,game / dad / friend
Pi6HUTcUO7Q,-1,Outlier
piFjKARAXr8,-1,Outlier
pj8AEjNE6VY,-1,Outlier
pJNIiGAvxaY,0,motivation / job / brain
pkKt_sU2hsM,14,burnout / employee / job
-PkWDCEYpGI,0,motivation / job / brain
PkXMKYAsZzw,-1,Outlier
PKYCnnNnB5o,-1,Outlier
plIzMkPhPGk,6,gender / dude / emotion
PlPwoLBKxZQ,25,bully / aggression / bullying
PLzGwpfIivE,4,relationship / love / friend
pm0V_66IBvc,11,sleep / bed / caffeine
PmGIwRvcIrg,7,depression / therapist / therapy
PmRsqT4_42o,6,gender / dude / emotion
Pnm402sKYPA,-1,Outlier
poEqIZhNcTw,-1,Outlier
PpRA4kDW-9k,-1,Outlier
PPVxFeMufOs,-1,Outlier
Pp-yCnk73-U,-1,Outlier
pqMCdKH9oBQ,0,motivation / job / brain
PQrroNULwSc,1,game / dad / friend
pQx3JvGVdY0,3,trauma / anger / emotion
pr5pOitQSIU,15,pornography / porn / addiction
PrDsm7kzAyM,0,motivation / job / brain
PR-VSLLJF6g,-1,Outlier
psEVc8Y64HU,15,pornography / porn / addiction
PshTkUi1lpY,14,burnout / employee / job
Pt_LII43CFE,0,motivation / job / brain
pTzPCvTX10c,2,game / dopamine / brain
pUMsLQ2ExaE,17,flag / relationship / partner
pUOxDODDGRY,6,gender / dude / emotion
PUptqsTB3YI,-1,Outlier
puSYekk6_HM,1,game / dad / friend
puYFqUL_tWc,3,trauma / anger / emotion
PVcRsaVvgH0,8,interaction / extrovert / introvert
PVka4Hd_D38,4,relationship / love / friend
pw9ukbOi59g,1,game / dad / friend
pWCLlCE3PXc,6,gender / dude / emotion
pwptE3KmKuE,2,game / dopamine / brain
pWsnc0fLlZY,2,game / dopamine / brain
PXBFIKpRlpo,0,motivation / job / brain
PXPgN17z964,-1,Outlier
PyCSEt9nosQ,18,anxiety / panic / attack
pYyuaJ584oc,-1,Outlier
PZMWdRnm8Wg,2,game / dopamine / brain
pzOERENzeeU,1,game / dad / friend
Q0Wo1h8tOxU,7,depression / therapist / therapy
Q13Uak9gTBo,9,parent / boundary / kid
q1yveFEoghU,2,game / dopamine / brain
q225u22Qn1g,9,parent / boundary / kid
Q2qo3jfP6mw,-1,Outlier
q3gJpM1zX5k,-1,Outlier
q3kbXwKOstk,5,adhd / brain / medication
q3qi-a2FcQ0,-1,Outlier
q4HzOLveB8M,15,pornography / porn / addiction
q5-baYkzjyo,-1,Outlier
Q5hAOk13tRA,-1,Outlier
q5NkUPMDoO4,7,depression / therapist / therapy
Q62r9T_Rw34,2,game / dopamine / brain
q7BWtV0I8Wk,-1,Outlier
q7c2pVEvBac,0,motivation / job / brain
Q7OX3cZ3cpA,5,adhd / brain / medication
q87zE7KsAvQ,18,anxiety / panic / attack
Q8po4a9pZDQ,-1,Outlier
Q8VM8m2V-Co,1,game / dad / friend
q9E69XouhCk,9,parent / boundary / kid
q9EWTO_7XYM,13,comparison / insecurity / ego
Q9hZJBeVj9s,1,game / dad / friend
Q9ih9fL8gxc,-1,Outlier
QaBjMHOzXEc,3,trauma / anger / emotion
qaLEmSXXvIo,-1,Outlier
QBIgu3sv96Y,1,game / dad / friend
QB_JqH_EpKY,-1,Outlier
qbPpZCjeur8,-1,Outlier
q-byTf9466Q,-1,Outlier
QcUl1dJZkJA,-1,Outlier
qCvYpfQktjg,-1,Outlier
QCwqtCoQtpQ,-1,Outlier
qdgJP1QwkD0,-1,Outlier
QeIOll0IQ9E,-1,Outlier
QEsc1ObYeFk,4,relationship / love / friend
qF3Hf-rUIiw,-1,Outlier
qg0H8xhoVi8,-1,Outlier
qgzW3x5GxBw,-1,Outlier
qHaNUzgWNl4,2,game / dopamine / brain
QINAkbBrFKw,1,game / dad / friend
Qip1trjMbK8,5,adhd / brain / medication
qiSQ1pCvXz0,6,gender / dude / emotion
Qj7QGthvAdk,-1,Outlier
QJvHglNMsqc,15,pornography / porn / addiction
qJYhra8JlAc,6,gender / dude / emotion
qkaPV_VLyrA,1,game / dad / friend
ql5sWIEAcFw,8,interaction / extrovert / introvert
qLSOHCnpA5c,18,anxiety / panic / attack
qM1h9o6kIrc,20,sex / asexuality / penis
Q-MCpOCOhX8,-1,Outlier
QMF2nXsMreE,5,adhd / brain / medication
qnAMt5D8fTQ,28,food / weight / diet
qnkiGNyuny4,1,game / dad / friend
QogYeAjYb88,10,addiction / substance / cannabis
qoJXryOx0uU,5,adhd / brain / medication
qoR72-aM4mI,-1,Outlier
QoX-hSCZX14,-1,Outlier
QP5mo-JLWCM,9,parent / boundary / kid
QRtq2boQq5c,0,motivation / job / brain
qS205o-LlLg,9,parent / boundary / kid
QSl3maBt7lw,-1,Outlier
QSR3P9jayPo,1,game / dad / friend
qSxswEcBQws,-1,Outlier
qT1sVLArGrI,5,adhd / brain / medication
qt21oWluBjs,7,depression / therapist / therapy
Q-tiTTvkHpw,9,parent / boundary / kid
quj1DHa_8Bc,0,motivation / job / brain
QUjYy4Ksy1E,23,kid / intelligence / intellect
QuPbUkDe9iQ,0,motivation / job / brain
qvaB2d5yDf8,18,anxiety / panic / attack
qVnA5LN3iSw,-1,Outlier
QWbeiAt-gXg,-1,Outlier
qWD9eekT0tQ,17,flag / relationship / partner
Qwe-LCxAYp0,23,kid / intelligence / intellect
qwQrwPhK06I,-1,Outlier
Qwu_KIEt1dM,0,motivation / job / brain
qX5_JLl3wYg,-1,Outlier
qXaXB3-d9Aw,-1,Outlier
Qxqn1sy8PBQ,15,pornography / porn / addiction
Qy0uP2Rx55s,-1,Outlier
qyramLcTM30,-1,Outlier
QyWGvouCaYk,-1,Outlier
qyXiJPcc6OY,5,adhd / brain / medication
qZl8CPCremk,27,vision / contact / introvert
qzONjjc4wQ8,-1,Outlier
qZOzHOSTIsc,-1,Outlier
r0BZK5doqRg,-1,Outlier
R0pr6yBzGc8,13,comparison / insecurity / ego
r1BLGVgB3WY,18,anxiety / panic / attack
r1C5ORBGXRM,17,flag / relationship / partner
R1V94J_Skwo,15,pornography / porn / addiction
R2rZ5rriVLU,-1,Outlier
R3eRlZK0yxo,0,motivation / job / brain
r3Gn07bVFBY,-1,Outlier
R3OUpqMnWjo,8,interaction / extrovert / introvert
R3p7lZzzJso,2,game / dopamine / brain
r4CRYVbIkTM,4,relationship / love / friend
R5blEEWWuEw,6,gender / dude / emotion
r5s2wxt-Or4,6,gender / dude / emotion
R6DRjUYQpCc,2,game / dopamine / brain
R78f97Lu0G8,-1,Outlier
R7gWp3BHbOY,20,sex / asexuality / penis
r7VkQupOQQQ,4,relationship / love / friend
r90eeUyJCAs,-1,Outlier
-R9tqb11gL4,-1,Outlier
R9ykreOVIWE,-1,Outlier
rA4zectrEOo,14,burnout / employee / job
raFiAHMh5dI,11,sleep / bed / caffeine
rbA4fUM9n5U,-1,Outlier
RBcDeFc_DeA,1,game / dad / friend
RbMRUattUB0,10,addiction / substance / cannabis
rc1nqXuukAU,17,flag / relationship / partner
rcCRyY8YkNY,-1,Outlier
rCFeRzOqPcw,4,relationship / love / friend
RcM5tix996s,3,trauma / anger / emotion
RcnjoCeekN8,13,comparison / insecurity / ego
rd30sC8Aspc,-1,Outlier
Rd34K04ktEY,26,loneliness / arousal / being
Rdk-rQRU5og,1,game / dad / friend
RE5bxZFcAn4,-1,Outlier
re5ev-iSDcY,2,game / dopamine / brain
RELVWno3Ulc,-1,Outlier
RfL0H9IiU9s,0,motivation / job / brain
_rg9khFFTe0,13,comparison / insecurity / ego
rGFK1DAgal0,-1,Outlier
RgGL88_6l8A,1,game / dad / friend
RgkluvWPmeY,11,sleep / bed / caffeine
RGqLbCFM7dA,3,trauma / anger / emotion
rGUsOt5K_uk,-1,Outlier
rhDd48d-YvI,11,sleep / bed / caffeine
rIc49qbpBAg,25,bully / aggression / bullying
rKJf98jdxz0,-1,Outlier
RK_XPzTvcgQ,-1,Outlier
rL25sKpzaGc,-1,Outlier
rl5ABIkYqro,26,loneliness / arousal / being
RlCmddyDeTI,4,relationship / love / friend
RleHi--swsc,-1,Outlier
rLG2Yo7IEBQ,14,burnout / employee / job
rL_ougiNTYA,22,psychosis / chatbot / risk
rlRmn9oiytc,-1,Outlier
rMnefv96k_M,1,game / dad / friend
rN_1VGkRkYA,5,adhd / brain / medication
RnccKcN82Dg,-1,Outlier
rnHtBTCdgyk,5,adhd / brain / medication
rnQ5b1n1eeY,-1,Outlier
rOIkbBhG1dI,2,game / dopamine / brain
rOi-SrJB6vI,-1,Outlier
ro-MOEpAFwA,4,relationship / love / friend
RPzV8fWmKPY,-1,Outlier
rQ2xnThRGPg,0,motivation / job / brain
Rq6K7yxaNaM,5,adhd / brain / medication
rQTXiQcS5Dg,18,anxiety / panic / attack
rr4LjzbFd1o,0,motivation / job / brain
rRkGQA94bA4,-1,Outlier
rRthWUrrpu0,-1,Outlier
rShhsoxT-N8,-1,Outlier
RSL1wyIQXfM,-1,Outlier
rT5PN7IhyPc,3,trauma / anger / emotion
rtfJLDlqAho,-1,Outlier
RTwk_iHOZv0,-1,Outlier
Ru80qWnz5SU,8,interaction / extrovert / introvert
RUePwWspKHI,-1,Outlier
RUMw_JqQh4w,2,game / dopamine / brain
rUpZj2G-m6o,11,sleep / bed / caffeine
RuRFrs61fEo,-1,Outlier
RuSqQR1xlRA,-1,Outlier
RV2rOI0ewhc,-1,Outlier
RVt9bTXoiwU,-1,Outlier
Rw3BFldM1ec,-1,Outlier
RWbr9zOOVbQ,1,game / dad / friend
RwIx9lii4ns,1,game / dad / friend
RXaXLTmZChk,16,narcissist / parent / narcissism
rXgv9EL3esg,2,game / dopamine / brain
rXuNsfaDqgY,3,trauma / anger / emotion
RXWUO6Bqdc8,7,depression / therapist / therapy
RXyJklbroM0,-1,Outlier
ry0zG2n0Hyg,-1,Outlier
RYfoprQKAj8,15,pornography / porn / addiction
R_yk8glAufs,26,loneliness / arousal / being
S02IS0eut2w,-1,Outlier
s08xYtHIWPY,0,motivation / job / brain
s0aIkMohDTY,7,depression / therapist / therapy
S0ud9-UGnBk,-1,Outlier
S1kQUpPtsGk,27,vision / contact / introvert
s1Swy_6_5y4,0,motivation / job / brain
